Date,shop_id,item_id,item_price,item_cnt_day
Sunday,25,14050,349,2
Friday,25,14212,349,1
Tuesday,25,14004,249,1
Friday,25,13915,149,1
Saturday,25,13923,149,1
Wednesday,25,13923,149,1
Sunday,25,14169,349,1
Wednesday,25,13937,149,1
Wednesday,25,13937,149,1
Monday,25,13951,349.5,1
Tuesday,25,13952,249,1
Wednesday,25,13953,249,1
Tuesday,25,13954,249,1
Tuesday,25,13955,249,1
Monday,25,13955,249,1
Saturday,25,13959,149,1
Tuesday,25,13972,149,1
Thursday,25,13974,999,1
Saturday,25,13977,149,1
Saturday,25,13977,149,1
Sunday,25,13979,149,1
Thursday,25,13978,149,1
Monday,25,14182,399,1
Wednesday,25,14183,449,1
Saturday,25,14012,249,1
Thursday,25,13988,249,1
Wednesday,25,13988,249,1
Thursday,25,14000,299,1
Sunday,25,14210,349,1
Tuesday,25,14050,349,1
Friday,25,14060,149,1
Thursday,25,14060,149,1
Friday,25,14137,299,1
Sunday,25,14137,299,1
Friday,25,14138,599,1
Sunday,25,14140,299,1
Monday,25,14140,299,1
Thursday,25,14140,299,1
Wednesday,25,14140,299,1
Monday,25,14140,299,1
Saturday,25,14140,299,1
Wednesday,25,14148,249,1
Thursday,25,14239,149,1
Monday,25,14239,149,1
Sunday,25,14931,699,1
Thursday,25,14931,699,1
Saturday,25,14931,699,1
Sunday,25,14931,699,1
Tuesday,25,14931,699,1
Monday,25,14931,699,1
Sunday,25,14931,699,1
Wednesday,25,14931,699,2
Sunday,25,14931,699,5
Friday,25,14931,699,1
Wednesday,25,14931,699,2
Wednesday,25,14245,149,1
Tuesday,25,14245,149,1
Tuesday,25,14137,299,1
Thursday,25,14119,149,1
Wednesday,25,14119,149,1
Monday,25,14110,149,1
Sunday,25,14060,149,1
Sunday,25,14060,149,1
Sunday,25,14060,149,1
Monday,25,14066,149,1
Sunday,25,14066,149,1
Thursday,25,14066,149,1
Friday,25,14069,149,1
Friday,25,14076,149,1
Friday,25,14079,349,1
Wednesday,25,14079,349,1
Wednesday,25,14079,349,1
Monday,25,14079,349,1
Friday,25,14249,199,1
Saturday,25,14079,349,1
Monday,25,14080,549,1
Thursday,25,14080,549,1
Wednesday,25,14083,399,1
Saturday,25,14083,399,1
Sunday,25,14085,98,1
Wednesday,25,14090,198,1
Friday,25,14103,199,1
Tuesday,25,14109,249,1
Saturday,25,14109,249,1
Monday,25,14109,249,1
Sunday,25,14109,249,1
Wednesday,25,14109,249,1
Friday,25,14079,349,2
Tuesday,25,14523,149,1
Sunday,25,14524,299,1
Monday,25,15026,299,1
Saturday,25,14799,999,1
Wednesday,25,14799,999,1
Saturday,25,14799,999,1
Wednesday,25,14800,149,1
Saturday,25,14800,149,1
Thursday,25,14800,149,1
Saturday,25,14800,149,1
Wednesday,25,14804,999,1
Monday,25,14804,999,1
Saturday,25,14805,1599,1
Saturday,25,14805,1599,1
Tuesday,25,14805,1599,1
Saturday,25,14806,149,1
Thursday,25,15192,1999,1
Thursday,25,14811,349,1
Monday,25,14811,349,1
Monday,25,14826,199,3
Thursday,25,14826,199,1
Tuesday,25,14826,199,2
Wednesday,25,14826,199,1
Wednesday,25,14826,199,1
Saturday,25,14826,199,3
Wednesday,25,14826,199,1
Monday,25,14826,199,6
Wednesday,25,14826,199,3
Wednesday,25,14799,999,1
Wednesday,25,14826,199,3
Wednesday,25,14798,399,1
Friday,25,14788,149,1
Sunday,25,14732,349,1
Wednesday,25,14738,349,1
Thursday,25,14743,149,1
Thursday,25,14743,149,1
Tuesday,25,14746,1499,1
Sunday,25,14752,399,1
Saturday,25,14752,399,1
Friday,25,14763,199,1
Wednesday,25,14763,199,1
Wednesday,25,14767,149,1
Tuesday,25,14767,149,1
Thursday,25,14767,149,1
Sunday,25,14767,149,1
Wednesday,25,14769,499,1
Tuesday,25,14773,198,1
Saturday,25,14777,515.13,1
Tuesday,25,14777,699,1
Wednesday,25,14777,524.54,1
Friday,25,14777,699,1
Wednesday,25,14777,199.5,1
Monday,25,14780,399,1
Friday,25,14782,149,1
Wednesday,25,14782,149,1
Monday,25,14782,149,1
Thursday,25,14783,149,1
Wednesday,25,14798,399,1
Sunday,25,14826,199,3
Friday,25,14826,199,1
Tuesday,25,14826,199,3
Wednesday,25,15203,499,1
Friday,25,15203,499,1
Thursday,25,15204,499,1
Saturday,25,15204,499,1
Saturday,25,15205,499,1
Monday,25,15205,499,1
Saturday,25,14869,299,1
Thursday,25,14870,299,1
Friday,25,14870,299,1
Wednesday,25,14873,299,1
Monday,25,14879,499,1
Sunday,25,14879,499,1
Tuesday,25,14886,999,1
Thursday,25,14891,1099,1
Saturday,25,14894,149,1
Sunday,25,14898,149,1
Sunday,25,14899,1274.68,1
Wednesday,25,15209,299,1
Thursday,25,14901,58,1
Friday,25,14902,58,1
Tuesday,25,14905,149,1
Tuesday,25,14905,149,1
Friday,25,14905,149,1
Monday,25,14905,149,1
Monday,25,14905,149,1
Thursday,25,15203,499,1
Thursday,25,15203,499,1
Friday,25,15203,499,2
Saturday,25,15202,499,2
Sunday,25,14826,199,1
Monday,25,14827,619,1
Friday,25,14827,619,1
Sunday,25,14827,619,1
Thursday,25,14827,619,4
Friday,25,14827,619,1
Friday,25,14827,619,2
Sunday,25,14827,619,3
Sunday,25,14827,619,1
Wednesday,25,14827,619,1
Thursday,25,14827,619,1
Sunday,25,14827,619,2
Thursday,25,14730,399,2
Monday,25,14827,619,1
Friday,25,14856,149,1
Wednesday,25,14862,349,1
Tuesday,25,14863,549,1
Wednesday,25,15194,249,1
Tuesday,25,15194,249,1
Saturday,25,15195,249,1
Friday,25,15196,249,1
Sunday,25,15198,499,1
Wednesday,25,15198,499,1
Monday,25,15198,499,1
Friday,25,15202,499,1
Thursday,25,15202,499,2
Wednesday,25,14827,619,1
Thursday,25,14730,399,2
Sunday,25,14708,299,1
Tuesday,25,14702,149,1
Monday,25,15090,559,1
Friday,25,15090,559,1
Wednesday,25,15106,999,1
Monday,25,15106,999,1
Friday,25,15106,999,1
Friday,25,15106,999,1
Sunday,25,15091,889,1
Sunday,25,15091,889,1
Thursday,25,15091,889,1
Wednesday,25,15092,589,1
Friday,25,15092,589,1
Thursday,25,15092,589,1
Monday,25,15092,589,2
Wednesday,25,15094,459,1
Sunday,25,15094,459,1
Wednesday,25,15100,299,1
Wednesday,25,15100,299,1
Tuesday,25,15100,299,1
Sunday,25,15100,299,1
Friday,25,15100,299,1
Wednesday,25,15100,299,1
Saturday,25,15100,299,1
Friday,25,15101,988.5,1
Friday,25,15101,989,1
Thursday,25,15101,989,1
Friday,25,15090,559,1
Sunday,25,15090,559,2
Saturday,25,15060,398.5,1
Friday,25,15060,399,1
Thursday,25,14549,149,1
Tuesday,25,14549,149,1
Friday,25,14549,149,1
Wednesday,25,14561,149,1
Saturday,25,14561,149,1
Monday,25,15031,390,1
Friday,25,15038,390,3
Tuesday,25,15039,549,1
Sunday,25,15039,549,1
Monday,25,15070,299,2
Saturday,25,15070,299,1
Sunday,25,15070,299,1
Saturday,25,15101,989,1
Saturday,25,15070,299,1
Friday,25,15070,299,1
Sunday,25,15070,299,1
Tuesday,25,15070,299,1
Saturday,25,15060,399,2
Thursday,25,15060,399,1
Thursday,25,15060,399,2
Wednesday,25,15060,399,1
Friday,25,15060,399,1
Thursday,25,15060,399,1
Wednesday,25,15060,399,1
Tuesday,25,15060,399,1
Saturday,25,15060,399,2
Tuesday,25,15070,299,1
Saturday,25,13915,149,1
Sunday,25,15101,989,1
Tuesday,25,15102,659,1
Thursday,25,14611,179,4
Friday,25,14612,179,3
Saturday,25,14612,179,2
Tuesday,25,14612,179,1
Wednesday,25,14612,179,10
Friday,25,14612,179,2
Thursday,25,14612,179,1
Thursday,25,14612,179,5
Friday,25,14617,229,1
Tuesday,25,14617,229,3
Saturday,25,14617,229,1
Friday,25,15139,199,1
Thursday,25,14626,169,1
Tuesday,25,14633,399,1
Saturday,25,14634,248,1
Sunday,25,14641,349,1
Friday,25,14646,149,1
Monday,25,14652,349,1
Wednesday,25,14661,199,1
Friday,25,15147,299,1
Monday,25,14669,169,1
Sunday,25,14670,199,1
Sunday,25,14682,28,1
Thursday,25,14693,58,1
Friday,25,14693,58,1
Wednesday,25,14611,179,1
Tuesday,25,14611,179,1
Monday,25,14611,179,1
Wednesday,25,14611,179,4
Friday,25,15102,659,2
Wednesday,25,15102,659,1
Thursday,25,15102,659,1
Saturday,25,15102,659,2
Wednesday,25,15104,1289,1
Thursday,25,15104,1289,1
Thursday,25,15104,1289,1
Saturday,25,15104,1289,1
Tuesday,25,14594,1199,1
Wednesday,25,14595,649,1
Sunday,25,14595,649,1
Friday,25,14595,649,1
Saturday,25,15102,659,1
Thursday,25,14603,499,1
Sunday,25,14607,149,1
Sunday,25,14607,149,1
Wednesday,25,15107,999,1
Friday,25,15114,170,1
Monday,25,15118,170,1
Monday,25,15128,170,1
Monday,25,15129,170,1
Thursday,25,14610,179,1
Tuesday,25,14610,179,1
Wednesday,25,14610,179,1
Monday,25,14610,179,1
Friday,25,14610,179,1
Thursday,25,14604,149,1
Tuesday,25,13915,149,1
Thursday,25,13911,149,1
Monday,25,13911,149,1
Tuesday,25,13354,30,5
Saturday,25,13354,30,2
Monday,25,13354,30,10
Sunday,25,13354,30,1
Thursday,25,13355,199,1
Friday,25,13351,70,4
Wednesday,25,13351,70,2
Monday,25,13351,70,3
Thursday,25,13351,70,3
Tuesday,25,13351,70,5
Monday,25,13351,70,1
Wednesday,25,13351,70,1
Wednesday,25,13351,70,3
Tuesday,25,13351,70,1
Monday,25,13351,70,1
Sunday,25,13351,70,1
Saturday,25,13351,70,2
Tuesday,25,12727,1490,1
Saturday,25,13370,299,1
Saturday,25,13370,299,1
Wednesday,25,13383,299,1
Wednesday,25,13384,300,1
Monday,25,13454,1499,1
Tuesday,25,13460,1499,1
Friday,25,13478,13990,1
Wednesday,25,13350,30,2
Monday,25,13480,13989.5,1
Sunday,25,13350,30,2
Saturday,25,13350,30,2
Saturday,25,13344,25,7
Monday,25,13344,25,1
Saturday,25,13344,25,3
Saturday,25,13344,25,1
Wednesday,25,13344,25,1
Thursday,25,13344,25,3
Saturday,25,13345,25,6
Monday,25,13345,25,1
Wednesday,25,13345,25,2
Monday,25,13345,25,4
Wednesday,25,13345,25,2
Tuesday,25,13345,25,2
Wednesday,25,13345,25,2
Sunday,25,13345,25,1
Friday,25,13345,25,1
Monday,25,13345,25,2
Wednesday,25,13346,149,2
Monday,25,13346,149,1
Saturday,25,13346,149,2
Wednesday,25,13346,149,1
Saturday,25,13346,149,1
Wednesday,25,13350,30,2
Saturday,25,13350,30,5
Saturday,25,13350,30,2
Saturday,25,13350,30,4
Saturday,25,13350,30,1
Wednesday,25,13480,13990,1
Wednesday,25,13480,13990,1
Sunday,25,13484,13490,1
Thursday,25,13418,999,1
Monday,25,13418,999,1
Monday,25,13419,699,1
Sunday,25,13419,699,1
Sunday,25,13419,999,1
Friday,25,13419,999,1
Wednesday,25,13419,999,1
Thursday,25,13419,999,1
Sunday,25,13425,13489.7,1
Monday,25,13425,13490,1
Wednesday,25,13425,12490,1
Friday,25,13429,11490,1
Sunday,25,13429,11490,1
Friday,25,13430,11490,1
Sunday,25,13450,2799,2
Friday,25,13450,2799,1
Monday,25,13450,2798.5,1
Monday,25,13517,3790,1
Thursday,25,13517,3790,1
Monday,25,13517,3790,1
Wednesday,25,13517,3790,1
Sunday,25,12737,299,1
Tuesday,25,12738,1499,1
Saturday,25,12738,1499,-1
Monday,25,12741,349,1
Sunday,25,13418,999,1
Sunday,25,13418,999,1
Wednesday,25,13418,699,1
Saturday,25,13417,1199,1
Monday,25,13484,13990,1
Saturday,25,13490,13990,1
Sunday,25,13490,13990,1
Saturday,25,13490,13989.5,1
Sunday,25,13490,13990,1
Friday,25,13510,3790,1
Saturday,25,13511,1598.5,1
Friday,25,13511,1599,1
Thursday,25,13511,1599,1
Monday,25,13511,1599,1
Wednesday,25,13511,1599,1
Thursday,25,13511,1599,1
Sunday,25,13344,25,4
Saturday,25,13413,1999,1
Sunday,25,13413,1999,2
Wednesday,25,13417,699,4
Saturday,25,13417,699,3
Wednesday,25,13417,699,1
Friday,25,13417,699,1
Monday,25,13417,652.3333333,3
Saturday,25,13417,699,1
Tuesday,25,13417,1199,1
Tuesday,25,13417,1199,2
Saturday,25,13417,1199,1
Sunday,25,13417,1199,1
Sunday,25,13417,1199,1
Sunday,25,13413,1999,1
Wednesday,25,13344,25,8
Saturday,25,12718,299,1
Wednesday,25,12718,299,1
Saturday,25,13165,249,1
Sunday,25,13166,249,1
Monday,25,13169,349,1
Thursday,25,12569,436.78,1
Tuesday,25,12576,349,1
Friday,25,12582,149,1
Friday,25,13175,749,1
Monday,25,13176,349,1
Saturday,25,13176,349,1
Saturday,25,13176,349,1
Sunday,25,12614,249,1
Wednesday,25,12614,249,1
Saturday,25,12615,149,2
Monday,25,12615,149,1
Friday,25,12615,149,1
Saturday,25,12617,499,1
Saturday,25,12618,149,1
Thursday,25,12623,649,1
Sunday,25,12625,937.39,1
Saturday,25,12625,999,1
Saturday,25,12626,349,1
Thursday,25,12626,349,1
Tuesday,25,12627,499,1
Thursday,25,12628,149,1
Thursday,25,12632,149,1
Thursday,25,12565,199,1
Sunday,25,13163,249,1
Tuesday,25,13158,249,1
Saturday,25,13158,249,1
Tuesday,25,12552,149,1
Friday,25,12553,1499,1
Tuesday,25,12555,199,1
Thursday,25,12559,199,1
Monday,25,12562,1199,1
Thursday,25,12563,149,1
Tuesday,25,12563,149,1
Friday,25,12564,199,1
Wednesday,25,13137,249,1
Sunday,25,13141,249,1
Wednesday,25,13147,249,1
Wednesday,25,13155,249,1
Sunday,25,12632,149,2
Wednesday,25,13155,249,1
Saturday,25,13156,249,1
Wednesday,25,13157,249,1
Thursday,25,13157,249,1
Thursday,25,13158,249,2
Saturday,25,13158,249,1
Thursday,25,13158,249,1
Friday,25,13158,249,1
Friday,25,13158,249,1
Thursday,25,13158,249,1
Friday,25,13158,249,1
Friday,25,13158,249,3
Thursday,25,13158,249,1
Sunday,25,13155,249,1
Saturday,25,12750,119,1
Tuesday,25,12632,149,1
Monday,25,12641,399,1
Saturday,25,12677,249,1
Tuesday,25,12677,249,1
Sunday,25,12677,249,1
Friday,25,12678,399,1
Tuesday,25,12678,399,1
Sunday,25,12678,399,1
Sunday,25,12678,399,1
Saturday,25,12679,399,1
Tuesday,25,12679,399,1
Sunday,25,12679,399,1
Sunday,25,12679,399,1
Sunday,25,12684,649,2
Sunday,25,12684,649,1
Saturday,25,12691,449,2
Saturday,25,12691,449,1
Tuesday,25,12691,449,1
Thursday,25,12691,449,1
Friday,25,12691,449,1
Monday,25,12691,449,1
Tuesday,25,13203,149,1
Saturday,25,13204,299,1
Sunday,25,13204,299,1
Tuesday,25,13204,299,1
Tuesday,25,12718,299,1
Saturday,25,12718,299,1
Wednesday,25,12677,249,1
Monday,25,12676,149,1
Wednesday,25,12676,149,1
Thursday,25,12676,149,1
Tuesday,25,12644,149,1
Thursday,25,12644,149,1
Friday,25,12644,149,1
Saturday,25,13185,349,1
Sunday,25,13186,149,1
Monday,25,13186,149,1
Saturday,25,13186,149,1
Monday,25,13186,149,1
Sunday,25,12649,399,1
Saturday,25,12650,149,1
Thursday,25,12651,349,1
Monday,25,12651,349,1
Sunday,25,13196,349,1
Sunday,25,12651,349,1
Wednesday,25,12652,499,3
Friday,25,12652,499,1
Saturday,25,12653,248,1
Friday,25,12654,248,1
Tuesday,25,12658,549,1
Tuesday,25,12661,399,1
Friday,25,12661,399,1
Wednesday,25,12661,399,1
Thursday,25,12661,399,1
Monday,25,12668,399,1
Tuesday,25,12674,98,1
Wednesday,25,12676,149,1
Sunday,25,12651,349,1
Thursday,25,14911,299,1
Saturday,25,12755,149,1
Monday,25,12757,149,1
Thursday,25,13806,149,1
Sunday,25,13814,199,1
Friday,25,13817,149,1
Sunday,25,13831,399,1
Saturday,25,13831,399,1
Thursday,25,13831,399,2
Wednesday,25,13831,399,1
Sunday,25,13831,399,1
Tuesday,25,13831,399,1
Thursday,25,13831,399,1
Friday,25,13832,399,1
Wednesday,25,13832,399,1
Monday,25,13832,399,1
Thursday,25,13835,199,1
Sunday,25,13835,199,1
Wednesday,25,13835,199,1
Saturday,25,13850,515.13,1
Tuesday,25,13851,399,1
Thursday,25,13851,399,3
Sunday,25,13851,399,1
Saturday,25,13851,399,2
Sunday,25,13851,399,1
Wednesday,25,13851,399,1
Saturday,25,13851,399,1
Monday,25,14158,448.5,1
Thursday,25,13789,199,1
Saturday,25,14158,449,1
Monday,25,13789,199,1
Wednesday,25,13789,199,1
Wednesday,25,13008,149,1
Wednesday,25,13018,149,1
Friday,25,13018,149,1
Sunday,25,13019,149,1
Tuesday,25,13019,149,1
Monday,25,13020,199,1
Monday,25,13029,1099,1
Tuesday,25,13030,1099,1
Saturday,25,13035,199,1
Friday,25,13039,149,1
Tuesday,25,13040,549,1
Thursday,25,13040,549,1
Monday,25,13068,999,1
Wednesday,25,13760,149,1
Wednesday,25,13761,149,1
Tuesday,25,13771,149,1
Tuesday,25,13774,149,1
Friday,25,13779,149,1
Thursday,25,13785,199,1
Sunday,25,13785,199,1
Monday,25,14150,249,1
Wednesday,25,13788,299,1
Wednesday,25,13789,199,4
Friday,25,13789,199,1
Thursday,25,13789,199,1
Saturday,25,13789,199,1
Wednesday,25,14160,2199,1
Monday,25,14160,2199,1
Monday,25,14160,2199,1
Monday,25,13890,349,1
Tuesday,25,13890,349,1
Sunday,25,13890,349,4
Saturday,25,13890,349,1
Tuesday,25,13891,549,1
Wednesday,25,13892,349,1
Thursday,25,13892,349,1
Wednesday,25,13892,349,1
Sunday,25,13898,299,1
Thursday,25,13901,299,1
Tuesday,25,13901,299,1
Monday,25,13901,299,1
Sunday,25,13901,299,1
Sunday,25,13901,299,1
Tuesday,25,13901,299,1
Tuesday,25,13901,299,1
Friday,25,13901,299,2
Monday,25,13901,299,1
Friday,25,13901,299,1
Friday,25,13901,299,2
Saturday,25,13901,299,2
Monday,25,13901,299,1
Thursday,25,13901,299,1
Thursday,25,13903,199,1
Tuesday,25,13905,349,1
Sunday,25,13890,349,1
Tuesday,25,13890,349,1
Wednesday,25,13890,349,1
Friday,25,13890,349,1
Thursday,25,13853,1999,1
Wednesday,25,13853,1999,1
Tuesday,25,13854,599,1
Sunday,25,14161,249,1
Wednesday,25,13868,299,1
Tuesday,25,13868,299,1
Monday,25,13868,299,2
Saturday,25,13868,299,1
Wednesday,25,13872,499,1
Wednesday,25,13876,199,1
Sunday,25,13879,169,1
Tuesday,25,13879,169,1
Friday,25,13736,598.5,1
Tuesday,25,14164,299,1
Wednesday,25,13881,549,1
Saturday,25,13881,549,2
Thursday,25,13881,549,1
Saturday,25,13881,549,1
Friday,25,13881,549,1
Saturday,25,13881,549,1
Friday,25,13881,549,1
Tuesday,25,13881,549,1
Sunday,25,13881,549,1
Friday,25,13884,299,1
Saturday,25,13884,299,1
Friday,25,13890,349,2
Monday,25,13881,549,1
Friday,25,13736,599,1
Saturday,25,13736,598.5,1
Friday,25,13735,599,1
Wednesday,25,12805,399,1
Wednesday,25,12807,199,1
Wednesday,25,12807,199,1
Sunday,25,12809,199,1
Thursday,25,12810,1199,1
Sunday,25,12810,1199,1
Sunday,25,12810,1199,1
Saturday,25,12817,149,1
Wednesday,25,12817,149,1
Thursday,25,12822,349,1
Tuesday,25,12822,349,1
Thursday,25,12822,349,1
Friday,25,12822,349,1
Wednesday,25,13569,499,1
Friday,25,13569,499,2
Monday,25,13569,498.5,1
Wednesday,25,13569,499,1
Monday,25,13569,499,1
Saturday,25,13569,499,3
Monday,25,13569,499,1
Sunday,25,13569,499,1
Saturday,25,13569,499,1
Wednesday,25,12827,149,1
Thursday,25,12827,149,1
Monday,25,12827,149,1
Tuesday,25,12805,399,1
Saturday,25,12805,399,1
Thursday,25,12804,699,1
Saturday,25,12803,1599,1
Saturday,25,12766,149,1
Friday,25,12767,749,1
Tuesday,25,12774,299,1
Thursday,25,12780,149,1
Thursday,25,12783,349,3
Saturday,25,12783,349,1
Tuesday,25,12783,349,1
Sunday,25,12783,349,1
Friday,25,12783,349,1
Saturday,25,12783,349,1
Wednesday,25,12783,349,2
Sunday,25,12783,349,2
Wednesday,25,13573,349,1
Tuesday,25,12783,349,1
Thursday,25,12783,349,1
Sunday,25,12787,149,2
Wednesday,25,12787,149,1
Thursday,25,12787,149,1
Wednesday,25,12787,149,1
Friday,25,12790,198,1
Wednesday,25,12790,198,1
Wednesday,25,12795,299,1
Friday,25,12795,299,1
Friday,25,12796,299,1
Monday,25,12797,199,1
Friday,25,12803,1599,1
Thursday,25,12783,349,1
Tuesday,25,12757,149,1
Tuesday,25,12828,149,1
Saturday,25,12830,749,1
Wednesday,25,13602,210,1
Wednesday,25,12933,149,1
Tuesday,25,12943,149,1
Tuesday,25,12946,149,1
Wednesday,25,12947,199,1
Saturday,25,12947,199,1
Tuesday,25,12947,199,1
Tuesday,25,12948,399,1
Monday,25,12951,349,1
Friday,25,13605,299,1
Friday,25,12953,199,1
Saturday,25,12958,199,1
Sunday,25,12962,199,1
Thursday,25,12967,199,1
Monday,25,12967,199,1
Tuesday,25,12968,199,1
Friday,25,12970,199,1
Saturday,25,12975,199,1
Wednesday,25,13610,299,1
Thursday,25,13733,499,1
Monday,25,13733,499,1
Thursday,25,13733,499,1
Wednesday,25,13733,499,1
Wednesday,25,13006,349,1
Thursday,25,13735,599,1
Tuesday,25,13601,210,2
Sunday,25,13601,210,1
Friday,25,13601,210,1
Thursday,25,12927,149,1
Tuesday,25,12830,749,1
Wednesday,25,12832,649,1
Thursday,25,12835,149,1
Thursday,25,12835,149,1
Saturday,25,12839,149,1
Wednesday,25,12849,58,1
Thursday,25,12858,1599,1
Monday,25,12858,1599,-1
Monday,25,12859,399,1
Friday,25,12860,149,1
Friday,25,12874,399,1
Thursday,25,12876,299,1
Wednesday,25,12828,149,1
Friday,25,12876,299,1
Thursday,25,12892,199,1
Saturday,25,12897,149,1
Wednesday,25,12911,149,1
Saturday,25,12913,149,1
Monday,25,12915,149,1
Thursday,25,12917,249,1
Thursday,25,12917,249,1
Tuesday,25,12917,249,1
Thursday,25,12917,249,1
Wednesday,25,12917,249,1
Sunday,25,12921,199,1
Tuesday,25,12922,198,1
Friday,25,12879,149,1
Tuesday,25,14911,299,1
Thursday,25,14911,299,1
Wednesday,25,14923,149,1
Sunday,25,16993,399,3
Saturday,25,16993,399,2
Sunday,25,16993,399,4
Tuesday,25,16993,399,2
Tuesday,25,16993,399,1
Wednesday,25,16993,399,1
Sunday,25,16993,399,1
Wednesday,25,16993,399,1
Saturday,25,16993,399,1
Thursday,25,16993,399,1
Wednesday,25,16993,399,2
Monday,25,16994,549,1
Wednesday,25,16994,549,1
Tuesday,25,16994,549,1
Thursday,25,16994,549,2
Wednesday,25,17008,298,1
Wednesday,25,17009,299,1
Sunday,25,17620,299,1
Friday,25,17620,299,1
Monday,25,17018,199,1
Saturday,25,17020,349,1
Tuesday,25,17621,299,1
Saturday,25,17624,299,1
Wednesday,25,17625,299,1
Thursday,25,17038,99,1
Thursday,25,16993,399,2
Sunday,25,17058,149,1
Monday,25,16993,399,2
Sunday,25,16993,399,1
Sunday,25,16890,399,1
Monday,25,16890,399,1
Friday,25,16891,1499,1
Thursday,25,16891,1499,1
Wednesday,25,16891,1499,1
Thursday,25,16893,149,1
Tuesday,25,16894,149,1
Sunday,25,16894,149,1
Thursday,25,16913,1699,1
Friday,25,16919,399,1
Monday,25,16919,399,1
Thursday,25,16919,399,1
Monday,25,16929,149,1
Sunday,25,16931,299,1
Saturday,25,16935,1099,1
Wednesday,25,16939,149,1
Tuesday,25,16966,149,1
Tuesday,25,16971,499,1
Wednesday,25,16971,291.15,1
Sunday,25,16982,149,1
Tuesday,25,16987,299,1
Sunday,25,17610,299,1
Wednesday,25,17610,299,1
Saturday,25,16991,349,1
Sunday,25,16991,349,1
Saturday,25,16993,399,2
Friday,25,17060,149,1
Wednesday,25,17061,399,1
Saturday,25,17063,149,1
Monday,25,17180,149,1
Tuesday,25,17184,149,1
Saturday,25,17184,149,1
Saturday,25,17185,349,1
Friday,25,17185,349,1
Saturday,25,17185,349,1
Tuesday,25,17185,349,1
Thursday,25,17185,349,1
Tuesday,25,17185,349,1
Sunday,25,17192,199,1
Saturday,25,17194,199,1
Saturday,25,17207,299,1
Monday,25,17210,1999,1
Tuesday,25,17210,1999,1
Tuesday,25,17213,149,2
Monday,25,17213,149,1
Monday,25,17213,149,1
Saturday,25,17213,149,1
Sunday,25,17213,149,2
Monday,25,17213,149,1
Sunday,25,17221,149,1
Friday,25,17222,199,1
Tuesday,25,17236,249,1
Monday,25,17238,98,1
Monday,25,17241,349,3
Sunday,25,17173,499,1
Friday,25,17172,149,1
Saturday,25,17170,299,1
Saturday,25,17652,249,1
Sunday,25,17063,149,1
Monday,25,17064,149,1
Sunday,25,17064,149,1
Thursday,25,17065,149,1
Saturday,25,17065,149,1
Saturday,25,17066,149,1
Saturday,25,17066,149,1
Tuesday,25,17068,649,2
Saturday,25,17068,649,1
Sunday,25,17075,398,1
Saturday,25,17081,398,1
Wednesday,25,17070,999,1
Tuesday,25,16890,399,1
Monday,25,17084,1199,1
Thursday,25,17089,399,1
Monday,25,17090,399,1
Sunday,25,17090,399,1
Tuesday,25,17095,149,1
Friday,25,17102,299,1
Saturday,25,17111,149,1
Saturday,25,17111,149,1
Friday,25,17118,58,1
Tuesday,25,17644,1199,1
Thursday,25,17148,149,1
Thursday,25,17154,369,1
Thursday,25,17163,299,1
Wednesday,25,17084,1199,-1
Monday,25,16890,399,2
Wednesday,25,16890,399,1
Wednesday,25,16890,399,1
Saturday,25,16626,499,1
Tuesday,25,16640,149,1
Sunday,25,16644,299,1
Monday,25,16647,149,1
Monday,25,16647,149,1
Tuesday,25,16652,198,1
Friday,25,16656,149,1
Tuesday,25,16656,149,1
Thursday,25,16656,149,1
Thursday,25,16665,1999,1
Wednesday,25,16665,1999,1
Thursday,25,16665,1999,1
Friday,25,16665,1999,1
Thursday,25,16669,28,1
Monday,25,16679,999,1
Saturday,25,16682,248,1
Monday,25,16682,248,1
Tuesday,25,16828,100,2
Monday,25,16828,70,1
Wednesday,25,16829,190,1
Friday,25,16829,190,1
Thursday,25,16829,90,1
Wednesday,25,16831,60,1
Thursday,25,16831,45,1
Monday,25,16831,45,1
Sunday,25,16626,249.5,1
Monday,25,16626,249.5,1
Tuesday,25,16626,499,1
Tuesday,25,16626,411.08,1
Saturday,25,16580,349,1
Saturday,25,16587,149,1
Wednesday,25,16587,149,1
Sunday,25,16587,149,1
Thursday,25,16588,299,1
Wednesday,25,16588,299,1
Wednesday,25,16822,249,1
Tuesday,25,16594,349,1
Sunday,25,16594,349,1
Tuesday,25,16594,349,1
Tuesday,25,16594,349,1
Tuesday,25,16594,349,1
Friday,25,16832,100,2
Monday,25,16599,149,1
Friday,25,16620,499,1
Monday,25,16620,499,1
Wednesday,25,16623,399,5
Thursday,25,16623,399,2
Friday,25,16623,399,6
Thursday,25,16623,399,5
Monday,25,16623,399,1
Sunday,25,16623,399,1
Tuesday,25,16623,399,2
Tuesday,25,16624,499,4
Tuesday,25,16624,499,3
Monday,25,16624,499,1
Saturday,25,16620,499,1
Thursday,25,17241,349,2
Tuesday,25,16832,100,1
Monday,25,16832,100,2
Friday,25,16859,399,1
Thursday,25,16859,399,1
Sunday,25,16859,399,1
Saturday,25,16859,399,1
Tuesday,25,16859,399,1
Wednesday,25,16870,379,1
Friday,25,16870,379,1
Thursday,25,16870,379,1
Tuesday,25,16870,379,1
Friday,25,16873,149,1
Wednesday,25,16873,149,1
Saturday,25,16874,149,1
Tuesday,25,16874,149,1
